Open,shift_1,shift_2,shift_3,shift_4,shift_5,shift_6,shift_7,shift_8,shift_9,shift_10,shift_11,shift_12,shift_13,shift_14,shift_15,shift_16,shift_17,shift_18,shift_19,shift_20,shift_21,shift_22,shift_23,shift_24,shift_25,shift_26,shift_27,shift_28,shift_29,shift_30
0.8401589659918471,0.8165920753994627,0.7982708802377161,0.7527686880748092,0.755803990556835,0.7407550884612917,0.7649053404916586,0.7677036523894998,0.7663044964405827,0.793139122587931,0.7995560984057803,0.8281408088670901,0.7503213045420125,0.7103017983939282,0.6785678476697399,0.7062182683280298,0.708670209372066,0.7295527258474692,0.717534568722705,0.7079683526419842,0.7381846521251632,0.7821737505582931,0.7657211350025932,0.8251055063850714,0.8643092180222212,0.9064297368492973,0.9119124228641198,0.9068946029951945,0.914943167834906,0.9575285528078794,0.9586952756838514
0.7993236653328282,0.8401589659918471,0.8165920753994627,0.7982708802377161,0.7527686880748092,0.755803990556835,0.7407550884612917,0.7649053404916586,0.7677036523894998,0.7663044964405827,0.793139122587931,0.7995560984057803,0.8281408088670901,0.7503213045420125,0.7103017983939282,0.6785678476697399,0.7062182683280298,0.708670209372066,0.7295527258474692,0.717534568722705,0.7079683526419842,0.7381846521251632,0.7821737505582931,0.7657211350025932,0.8251055063850714,0.8643092180222212,0.9064297368492973,0.9119124228641198,0.9068946029951945,0.914943167834906,0.9575285528078794
0.8294260270351543,0.7993236653328282,0.8401589659918471,0.8165920753994627,0.7982708802377161,0.7527686880748092,0.755803990556835,0.7407550884612917,0.7649053404916586,0.7677036523894998,0.7663044964405827,0.793139122587931,0.7995560984057803,0.8281408088670901,0.7503213045420125,0.7103017983939282,0.6785678476697399,0.7062182683280298,0.708670209372066,0.7295527258474692,0.717534568722705,0.7079683526419842,0.7381846521251632,0.7821737505582931,0.7657211350025932,0.8251055063850714,0.8643092180222212,0.9064297368492973,0.9119124228641198,0.9068946029951945,0.914943167834906
0.8160087139614731,0.8294260270351543,0.7993236653328282,0.8401589659918471,0.8165920753994627,0.7982708802377161,0.7527686880748092,0.755803990556835,0.7407550884612917,0.7649053404916586,0.7677036523894998,0.7663044964405827,0.793139122587931,0.7995560984057803,0.8281408088670901,0.7503213045420125,0.7103017983939282,0.6785678476697399,0.7062182683280298,0.708670209372066,0.7295527258474692,0.717534568722705,0.7079683526419842,0.7381846521251632,0.7821737505582931,0.7657211350025932,0.8251055063850714,0.8643092180222212,0.9064297368492973,0.9119124228641198,0.9068946029951945
0.8228905559252198,0.8160087139614731,0.8294260270351543,0.7993236653328282,0.8401589659918471,0.8165920753994627,0.7982708802377161,0.7527686880748092,0.755803990556835,0.7407550884612917,0.7649053404916586,0.7677036523894998,0.7663044964405827,0.793139122587931,0.7995560984057803,0.8281408088670901,0.7503213045420125,0.7103017983939282,0.6785678476697399,0.7062182683280298,0.708670209372066,0.7295527258474692,0.717534568722705,0.7079683526419842,0.7381846521251632,0.7821737505582931,0.7657211350025932,0.8251055063850714,0.8643092180222212,0.9064297368492973,0.9119124228641198
0.8360754359259488,0.8228905559252198,0.8160087139614731,0.8294260270351543,0.7993236653328282,0.8401589659918471,0.8165920753994627,0.7982708802377161,0.7527686880748092,0.755803990556835,0.7407550884612917,0.7649053404916586,0.7677036523894998,0.7663044964405827,0.793139122587931,0.7995560984057803,0.8281408088670901,0.7503213045420125,0.7103017983939282,0.6785678476697399,0.7062182683280298,0.708670209372066,0.7295527258474692,0.717534568722705,0.7079683526419842,0.7381846521251632,0.7821737505582931,0.7657211350025932,0.8251055063850714,0.8643092180222212,0.9064297368492973
0.8440100629848004,0.8360754359259488,0.8228905559252198,0.8160087139614731,0.8294260270351543,0.7993236653328282,0.8401589659918471,0.8165920753994627,0.7982708802377161,0.7527686880748092,0.755803990556835,0.7407550884612917,0.7649053404916586,0.7677036523894998,0.7663044964405827,0.793139122587931,0.7995560984057803,0.8281408088670901,0.7503213045420125,0.7103017983939282,0.6785678476697399,0.7062182683280298,0.708670209372066,0.7295527258474692,0.717534568722705,0.7079683526419842,0.7381846521251632,0.7821737505582931,0.7657211350025932,0.8251055063850714,0.8643092180222212
0.8892752645635227,0.8440100629848004,0.8360754359259488,0.8228905559252198,0.8160087139614731,0.8294260270351543,0.7993236653328282,0.8401589659918471,0.8165920753994627,0.7982708802377161,0.7527686880748092,0.755803990556835,0.7407550884612917,0.7649053404916586,0.7677036523894998,0.7663044964405827,0.793139122587931,0.7995560984057803,0.8281408088670901,0.7503213045420125,0.7103017983939282,0.6785678476697399,0.7062182683280298,0.708670209372066,0.7295527258474692,0.717534568722705,0.7079683526419842,0.7381846521251632,0.7821737505582931,0.7657211350025932,0.8251055063850714
0.8624406384161674,0.8892752645635227,0.8440100629848004,0.8360754359259488,0.8228905559252198,0.8160087139614731,0.8294260270351543,0.7993236653328282,0.8401589659918471,0.8165920753994627,0.7982708802377161,0.7527686880748092,0.755803990556835,0.7407550884612917,0.7649053404916586,0.7677036523894998,0.7663044964405827,0.793139122587931,0.7995560984057803,0.8281408088670901,0.7503213045420125,0.7103017983939282,0.6785678476697399,0.7062182683280298,0.708670209372066,0.7295527258474692,0.717534568722705,0.7079683526419842,0.7381846521251632,0.7821737505582931,0.7657211350025932
0.8871788093957633,0.8624406384161674,0.8892752645635227,0.8440100629848004,0.8360754359259488,0.8228905559252198,0.8160087139614731,0.8294260270351543,0.7993236653328282,0.8401589659918471,0.8165920753994627,0.7982708802377161,0.7527686880748092,0.755803990556835,0.7407550884612917,0.7649053404916586,0.7677036523894998,0.7663044964405827,0.793139122587931,0.7995560984057803,0.8281408088670901,0.7503213045420125,0.7103017983939282,0.6785678476697399,0.7062182683280298,0.708670209372066,0.7295527258474692,0.717534568722705,0.7079683526419842,0.7381846521251632,0.7821737505582931
