Datetime,Open,High,Low,Close,Adj Close,Volume
2024-08-05 09:41:00+05:30,24236.75,24237.099609375,24227.69921875,24233.150390625,24233.150390625,0
2024-08-05 09:42:00+05:30,24235.44921875,24255.900390625,24235.44921875,24255.150390625,24255.150390625,0
2024-08-05 09:43:00+05:30,24254.94921875,24264.0,24247.0,24262.94921875,24262.94921875,0
2024-08-05 09:44:00+05:30,24262.80078125,24275.650390625,24259.75,24271.400390625,24271.400390625,0
2024-08-05 09:45:00+05:30,24272.900390625,24273.44921875,24255.400390625,24255.400390625,24255.400390625,0
2024-08-05 09:46:00+05:30,24255.400390625,24268.0,24248.599609375,24267.69921875,24267.69921875,0
2024-08-05 09:47:00+05:30,24268.30078125,24287.80078125,24262.150390625,24263.80078125,24263.80078125,0
2024-08-05 09:48:00+05:30,24262.55078125,24273.150390625,24257.849609375,24266.349609375,24266.349609375,0
2024-08-05 09:49:00+05:30,24265.5,24275.25,24261.94921875,24271.849609375,24271.849609375,0
2024-08-05 09:50:00+05:30,24271.150390625,24277.80078125,24267.69921875,24274.400390625,24274.400390625,0
2024-08-05 09:51:00+05:30,24274.55078125,24298.650390625,24274.5,24295.650390625,24295.650390625,0
2024-08-05 09:52:00+05:30,24293.94921875,24296.30078125,24281.94921875,24283.599609375,24283.599609375,0
2024-08-05 09:53:00+05:30,24282.44921875,24296.150390625,24281.900390625,24293.25,24293.25,0
2024-08-05 09:54:00+05:30,24293.05078125,24299.099609375,24290.69921875,24296.05078125,24296.05078125,0
2024-08-05 09:55:00+05:30,24296.349609375,24314.55078125,24296.19921875,24312.400390625,24312.400390625,0
2024-08-05 09:56:00+05:30,24312.75,24328.599609375,24305.900390625,24321.849609375,24321.849609375,0
2024-08-05 09:57:00+05:30,24321.099609375,24332.25,24320.55078125,24330.849609375,24330.849609375,0
2024-08-05 09:58:00+05:30,24330.30078125,24346.19921875,24328.650390625,24341.30078125,24341.30078125,0
2024-08-05 09:59:00+05:30,24341.400390625,24342.599609375,24332.44921875,24332.44921875,24332.44921875,0
2024-08-05 10:00:00+05:30,24333.400390625,24337.5,24324.5,24324.5,24324.5,0
2024-08-05 10:01:00+05:30,24324.30078125,24328.44921875,24320.099609375,24323.25,24323.25,0
2024-08-05 10:02:00+05:30,24322.69921875,24326.099609375,24316.44921875,24320.599609375,24320.599609375,0
2024-08-05 10:03:00+05:30,24321.94921875,24324.69921875,24305.69921875,24307.80078125,24307.80078125,0
2024-08-05 10:04:00+05:30,24307.099609375,24318.25,24303.650390625,24305.400390625,24305.400390625,0
2024-08-05 10:05:00+05:30,24304.80078125,24305.19921875,24284.349609375,24285.349609375,24285.349609375,0
2024-08-05 10:06:00+05:30,24284.94921875,24288.75,24265.19921875,24265.19921875,24265.19921875,0
2024-08-05 10:07:00+05:30,24266.849609375,24292.150390625,24263.650390625,24265.80078125,24265.80078125,0
2024-08-05 10:08:00+05:30,24266.0,24281.900390625,24265.19921875,24277.099609375,24277.099609375,0
2024-08-05 10:09:00+05:30,24275.849609375,24282.94921875,24272.349609375,24279.099609375,24279.099609375,0
2024-08-05 10:10:00+05:30,24278.44921875,24289.400390625,24278.19921875,24286.25,24286.25,0
2024-08-05 10:11:00+05:30,24286.05078125,24295.400390625,24280.05078125,24291.25,24291.25,0
2024-08-05 10:12:00+05:30,24290.849609375,24291.19921875,24272.94921875,24273.55078125,24273.55078125,0
2024-08-05 10:13:00+05:30,24272.69921875,24290.599609375,24272.150390625,24289.650390625,24289.650390625,0
2024-08-05 10:14:00+05:30,24289.55078125,24295.44921875,24287.05078125,24292.150390625,24292.150390625,0
2024-08-05 10:15:00+05:30,24290.80078125,24291.55078125,24280.80078125,24281.44921875,24281.44921875,0
2024-08-05 10:16:00+05:30,24280.69921875,24285.25,24276.849609375,24284.19921875,24284.19921875,0
2024-08-05 10:17:00+05:30,24284.69921875,24287.19921875,24278.849609375,24280.25,24280.25,0
2024-08-05 10:18:00+05:30,24280.400390625,24282.30078125,24272.650390625,24282.30078125,24282.30078125,0
2024-08-05 10:19:00+05:30,24282.599609375,24289.400390625,24282.599609375,24283.5,24283.5,0
2024-08-05 10:20:00+05:30,24283.69921875,24287.349609375,24278.900390625,24285.849609375,24285.849609375,0
2024-08-05 10:21:00+05:30,24288.05078125,24288.55078125,24283.80078125,24285.55078125,24285.55078125,0
2024-08-05 10:22:00+05:30,24285.80078125,24295.900390625,24285.80078125,24292.0,24292.0,0
2024-08-05 10:23:00+05:30,24292.400390625,24292.400390625,24281.349609375,24282.099609375,24282.099609375,0
2024-08-05 10:24:00+05:30,24282.650390625,24283.69921875,24279.05078125,24280.0,24280.0,0
2024-08-05 10:25:00+05:30,24279.150390625,24280.900390625,24276.05078125,24278.099609375,24278.099609375,0
2024-08-05 10:26:00+05:30,24276.900390625,24283.94921875,24276.75,24281.80078125,24281.80078125,0
2024-08-05 10:27:00+05:30,24282.30078125,24283.900390625,24269.5,24273.650390625,24273.650390625,0
2024-08-05 10:28:00+05:30,24275.19921875,24277.55078125,24259.5,24259.5,24259.5,0
2024-08-05 10:29:00+05:30,24258.69921875,24274.44921875,24256.400390625,24273.0,24273.0,0
2024-08-05 10:30:00+05:30,24273.0,24280.44921875,24271.05078125,24278.349609375,24278.349609375,0
2024-08-05 10:31:00+05:30,24277.94921875,24278.80078125,24273.349609375,24277.400390625,24277.400390625,0
2024-08-05 10:32:00+05:30,24277.05078125,24279.55078125,24273.400390625,24273.400390625,24273.400390625,0
2024-08-05 10:33:00+05:30,24273.55078125,24275.44921875,24260.099609375,24260.349609375,24260.349609375,0
2024-08-05 10:34:00+05:30,24259.5,24261.400390625,24252.650390625,24257.349609375,24257.349609375,0
2024-08-05 10:35:00+05:30,24255.849609375,24261.80078125,24251.349609375,24251.400390625,24251.400390625,0
2024-08-05 10:36:00+05:30,24252.55078125,24263.94921875,24252.150390625,24255.94921875,24255.94921875,0
2024-08-05 10:37:00+05:30,24255.69921875,24255.69921875,24243.0,24244.5,24244.5,0
2024-08-05 10:38:00+05:30,24243.80078125,24245.099609375,24229.099609375,24235.650390625,24235.650390625,0
2024-08-05 10:39:00+05:30,24234.599609375,24244.80078125,24226.75,24230.349609375,24230.349609375,0
2024-08-05 10:40:00+05:30,24230.099609375,24232.75,24214.94921875,24218.900390625,24218.900390625,0
2024-08-05 10:41:00+05:30,24219.349609375,24221.849609375,24212.099609375,24217.80078125,24217.80078125,0
2024-08-05 10:42:00+05:30,24216.5,24216.5,24186.400390625,24193.099609375,24193.099609375,0
2024-08-05 10:43:00+05:30,24195.349609375,24209.44921875,24194.44921875,24196.94921875,24196.94921875,0
2024-08-05 10:44:00+05:30,24195.44921875,24206.19921875,24193.599609375,24205.55078125,24205.55078125,0
2024-08-05 10:45:00+05:30,24206.19921875,24206.80078125,24184.80078125,24188.099609375,24188.099609375,0
2024-08-05 10:46:00+05:30,24187.650390625,24188.94921875,24186.099609375,24187.5,24187.5,0
2024-08-05 10:47:00+05:30,24184.150390625,24184.900390625,24165.94921875,24177.5,24177.5,0
2024-08-05 10:48:00+05:30,24163.55078125,24166.599609375,24162.05078125,24162.5,24162.5,0
2024-08-05 10:49:00+05:30,24163.19921875,24165.05078125,24135.849609375,24145.849609375,24145.849609375,0
2024-08-05 10:50:00+05:30,24145.75,24153.150390625,24144.849609375,24149.25,24149.25,0
2024-08-05 10:51:00+05:30,24150.099609375,24151.55078125,24143.19921875,24146.05078125,24146.05078125,0
2024-08-05 10:52:00+05:30,24146.25,24147.80078125,24138.30078125,24141.25,24141.25,0
2024-08-05 10:53:00+05:30,24140.0,24140.0,24121.5,24125.150390625,24125.150390625,0
2024-08-05 10:54:00+05:30,24124.599609375,24127.099609375,24114.80078125,24117.0,24117.0,0
2024-08-05 10:55:00+05:30,24115.75,24117.80078125,24108.69921875,24110.5,24110.5,0
2024-08-05 10:56:00+05:30,24110.099609375,24130.650390625,24109.25,24120.0,24120.0,0
2024-08-05 10:57:00+05:30,24119.099609375,24120.25,24093.400390625,24103.44921875,24103.44921875,0
2024-08-05 10:58:00+05:30,24104.099609375,24112.80078125,24094.75,24112.80078125,24112.80078125,0
2024-08-05 10:59:00+05:30,24114.650390625,24118.25,24095.80078125,24096.650390625,24096.650390625,0
2024-08-05 11:00:00+05:30,24095.55078125,24099.44921875,24078.650390625,24094.44921875,24094.44921875,0
2024-08-05 11:01:00+05:30,24095.150390625,24097.25,24083.80078125,24087.099609375,24087.099609375,0
2024-08-05 11:02:00+05:30,24087.25,24099.44921875,24063.849609375,24063.849609375,24063.849609375,0
2024-08-05 11:03:00+05:30,24063.650390625,24064.650390625,24055.30078125,24061.75,24061.75,0
2024-08-05 11:04:00+05:30,24062.400390625,24075.44921875,24057.5,24073.19921875,24073.19921875,0
2024-08-05 11:05:00+05:30,24072.30078125,24072.30078125,24048.30078125,24056.30078125,24056.30078125,0
2024-08-05 11:06:00+05:30,24056.849609375,24089.099609375,24056.400390625,24086.599609375,24086.599609375,0
2024-08-05 11:07:00+05:30,24086.55078125,24092.5,24072.349609375,24077.94921875,24077.94921875,0
2024-08-05 11:08:00+05:30,24075.44921875,24080.05078125,24039.44921875,24039.44921875,24039.44921875,0
2024-08-05 11:09:00+05:30,24036.55078125,24065.900390625,24036.400390625,24056.80078125,24056.80078125,0
2024-08-05 11:10:00+05:30,24054.30078125,24059.25,24047.94921875,24052.75,24052.75,0
2024-08-05 11:11:00+05:30,24052.150390625,24058.05078125,24047.19921875,24048.25,24048.25,0
2024-08-05 11:12:00+05:30,24047.30078125,24052.849609375,24040.30078125,24040.30078125,24040.30078125,0
2024-08-05 11:13:00+05:30,24041.099609375,24042.400390625,24020.05078125,24028.25,24028.25,0
2024-08-05 11:14:00+05:30,24029.0,24029.150390625,24011.69921875,24020.75,24020.75,0
2024-08-05 11:15:00+05:30,24020.44921875,24020.44921875,24008.25,24009.150390625,24009.150390625,0
2024-08-05 11:16:00+05:30,24006.900390625,24025.400390625,23998.55078125,24017.69921875,24017.69921875,0
2024-08-05 11:17:00+05:30,24018.599609375,24030.599609375,24012.44921875,24021.400390625,24021.400390625,0
2024-08-05 11:18:00+05:30,24019.69921875,24019.80078125,23986.19921875,23991.75,23991.75,0
2024-08-05 11:19:00+05:30,23992.19921875,23997.650390625,23987.150390625,23994.900390625,23994.900390625,0
2024-08-05 11:20:00+05:30,23993.69921875,24000.19921875,23978.400390625,23978.400390625,23978.400390625,0
2024-08-05 11:21:00+05:30,23978.650390625,23980.30078125,23950.05078125,23955.69921875,23955.69921875,0
2024-08-05 11:22:00+05:30,23959.400390625,23961.69921875,23928.650390625,23929.0,23929.0,0
2024-08-05 11:23:00+05:30,23931.900390625,23933.55078125,23912.05078125,23912.05078125,23912.05078125,0
2024-08-05 11:24:00+05:30,23912.849609375,23917.400390625,23895.0,23914.25,23914.25,0
2024-08-05 11:25:00+05:30,23916.25,23989.44921875,23914.69921875,23954.94921875,23954.94921875,0
2024-08-05 11:26:00+05:30,23952.349609375,24016.400390625,23951.900390625,24013.0,24013.0,0
2024-08-05 11:27:00+05:30,24012.94921875,24031.5,23989.19921875,23992.05078125,23992.05078125,0
2024-08-05 11:28:00+05:30,23993.05078125,24024.400390625,23984.69921875,24023.30078125,24023.30078125,0
2024-08-05 11:29:00+05:30,24024.80078125,24032.25,24005.099609375,24006.5,24006.5,0
2024-08-05 11:30:00+05:30,24005.94921875,24022.0,23976.80078125,23979.150390625,23979.150390625,0
2024-08-05 11:31:00+05:30,23979.349609375,23983.19921875,23957.55078125,23959.0,23959.0,0
2024-08-05 11:32:00+05:30,23955.349609375,23981.25,23955.349609375,23980.400390625,23980.400390625,0
2024-08-05 11:33:00+05:30,23980.400390625,23997.80078125,23965.55078125,23968.80078125,23968.80078125,0
2024-08-05 11:34:00+05:30,23967.599609375,23978.94921875,23946.349609375,23948.19921875,23948.19921875,0
2024-08-05 11:35:00+05:30,23946.75,23954.19921875,23935.349609375,23941.099609375,23941.099609375,0
2024-08-05 11:36:00+05:30,23944.150390625,23979.30078125,23941.150390625,23976.349609375,23976.349609375,0
2024-08-05 11:37:00+05:30,23978.80078125,23980.75,23966.05078125,23968.599609375,23968.599609375,0
2024-08-05 11:38:00+05:30,23967.099609375,23985.75,23958.849609375,23982.05078125,23982.05078125,0
2024-08-05 11:39:00+05:30,23981.69921875,23995.69921875,23977.650390625,23995.69921875,23995.69921875,0
2024-08-05 11:40:00+05:30,23995.94921875,24013.25,23990.599609375,24012.150390625,24012.150390625,0
2024-08-05 11:41:00+05:30,24014.150390625,24032.5,24011.94921875,24026.69921875,24026.69921875,0
2024-08-05 11:42:00+05:30,24026.099609375,24026.94921875,24001.44921875,24007.30078125,24007.30078125,0
2024-08-05 11:43:00+05:30,24007.05078125,24014.05078125,23995.94921875,24009.80078125,24009.80078125,0
2024-08-05 11:44:00+05:30,24007.650390625,24007.650390625,23992.05078125,23999.349609375,23999.349609375,0
2024-08-05 11:45:00+05:30,23999.900390625,24024.349609375,23998.55078125,24021.19921875,24021.19921875,0
2024-08-05 11:46:00+05:30,24020.25,24026.349609375,24007.099609375,24013.599609375,24013.599609375,0
2024-08-05 11:47:00+05:30,24012.55078125,24016.400390625,23982.400390625,23999.099609375,23999.099609375,0
2024-08-05 11:48:00+05:30,23999.30078125,24026.599609375,23999.30078125,24026.349609375,24026.349609375,0
2024-08-05 11:49:00+05:30,24025.80078125,24045.099609375,24025.150390625,24045.099609375,24045.099609375,0
2024-08-05 11:50:00+05:30,24042.599609375,24049.25,24028.349609375,24028.349609375,24028.349609375,0
2024-08-05 11:51:00+05:30,24028.05078125,24028.099609375,24007.80078125,24023.400390625,24023.400390625,0
2024-08-05 11:52:00+05:30,24024.349609375,24027.650390625,24009.94921875,24014.94921875,24014.94921875,0
2024-08-05 11:53:00+05:30,24013.599609375,24019.75,24004.19921875,24004.19921875,24004.19921875,0
2024-08-05 11:54:00+05:30,24004.05078125,24012.900390625,23991.94921875,24001.349609375,24001.349609375,0
2024-08-05 11:55:00+05:30,23999.55078125,24003.05078125,23993.349609375,23999.150390625,23999.150390625,0
2024-08-05 11:56:00+05:30,23997.69921875,24019.349609375,23996.94921875,24007.80078125,24007.80078125,0
2024-08-05 11:57:00+05:30,24006.900390625,24018.44921875,23997.849609375,24013.19921875,24013.19921875,0
2024-08-05 11:58:00+05:30,24013.55078125,24020.150390625,24000.900390625,24017.44921875,24017.44921875,0
2024-08-05 11:59:00+05:30,24016.099609375,24016.900390625,23988.900390625,23990.44921875,23990.44921875,0
2024-08-05 12:00:00+05:30,23990.400390625,23998.349609375,23983.55078125,23994.849609375,23994.849609375,0
2024-08-05 12:01:00+05:30,23995.94921875,24010.44921875,23986.44921875,24008.75,24008.75,0
2024-08-05 12:02:00+05:30,24008.849609375,24013.150390625,24001.0,24004.400390625,24004.400390625,0
2024-08-05 12:03:00+05:30,24005.30078125,24016.19921875,24005.30078125,24016.19921875,24016.19921875,0
2024-08-05 12:04:00+05:30,24015.75,24016.099609375,24000.75,24005.5,24005.5,0
2024-08-05 12:05:00+05:30,24005.5,24010.80078125,23996.25,23997.099609375,23997.099609375,0
2024-08-05 12:06:00+05:30,23995.650390625,24015.05078125,23991.05078125,24011.80078125,24011.80078125,0
2024-08-05 12:07:00+05:30,24010.69921875,24013.55078125,24006.0,24010.05078125,24010.05078125,0
2024-08-05 12:08:00+05:30,24011.099609375,24020.900390625,24007.900390625,24020.0,24020.0,0
2024-08-05 12:09:00+05:30,24020.900390625,24024.44921875,24014.69921875,24023.05078125,24023.05078125,0
2024-08-05 12:10:00+05:30,24023.099609375,24024.099609375,24011.94921875,24015.25,24015.25,0
2024-08-05 12:11:00+05:30,24013.44921875,24019.44921875,24009.75,24016.44921875,24016.44921875,0
2024-08-05 12:12:00+05:30,24015.69921875,24023.80078125,24014.05078125,24018.05078125,24018.05078125,0
2024-08-05 12:13:00+05:30,24017.599609375,24039.400390625,24016.849609375,24038.75,24038.75,0
2024-08-05 12:14:00+05:30,24037.650390625,24045.900390625,24034.849609375,24038.44921875,24038.44921875,0
2024-08-05 12:15:00+05:30,24039.349609375,24046.599609375,24025.099609375,24027.94921875,24027.94921875,0
2024-08-05 12:16:00+05:30,24027.349609375,24041.30078125,24026.25,24040.19921875,24040.19921875,0
2024-08-05 12:17:00+05:30,24041.099609375,24046.44921875,24032.30078125,24046.44921875,24046.44921875,0
2024-08-05 12:18:00+05:30,24045.69921875,24056.80078125,24041.94921875,24041.94921875,24041.94921875,0
2024-08-05 12:19:00+05:30,24042.650390625,24051.599609375,24037.400390625,24049.650390625,24049.650390625,0
2024-08-05 12:20:00+05:30,24048.25,24049.099609375,24038.75,24046.400390625,24046.400390625,0
2024-08-05 12:21:00+05:30,24048.69921875,24053.150390625,24030.75,24030.75,24030.75,0
2024-08-05 12:22:00+05:30,24030.650390625,24030.650390625,24019.75,24020.599609375,24020.599609375,0
2024-08-05 12:23:00+05:30,24020.400390625,24027.150390625,24020.400390625,24026.30078125,24026.30078125,0
2024-08-05 12:24:00+05:30,24026.5,24034.599609375,24021.900390625,24022.599609375,24022.599609375,0
2024-08-05 12:25:00+05:30,24021.849609375,24021.849609375,24005.849609375,24006.400390625,24006.400390625,0
2024-08-05 12:26:00+05:30,24007.19921875,24015.0,24001.849609375,24014.55078125,24014.55078125,0
2024-08-05 12:27:00+05:30,24015.099609375,24023.849609375,24009.400390625,24023.30078125,24023.30078125,0
2024-08-05 12:28:00+05:30,24023.150390625,24023.150390625,24011.400390625,24014.69921875,24014.69921875,0
2024-08-05 12:29:00+05:30,24015.150390625,24025.55078125,24012.80078125,24013.44921875,24013.44921875,0
2024-08-05 12:30:00+05:30,24012.650390625,24013.349609375,23998.5,24002.80078125,24002.80078125,0
2024-08-05 12:31:00+05:30,24001.19921875,24001.19921875,23976.55078125,23979.30078125,23979.30078125,0
2024-08-05 12:32:00+05:30,23978.150390625,23981.099609375,23967.099609375,23980.55078125,23980.55078125,0
2024-08-05 12:33:00+05:30,23979.900390625,23987.55078125,23978.849609375,23983.5,23983.5,0
2024-08-05 12:34:00+05:30,23985.0,23988.0,23976.44921875,23978.05078125,23978.05078125,0
2024-08-05 12:35:00+05:30,23977.099609375,23977.80078125,23946.0,23948.0,23948.0,0
2024-08-05 12:36:00+05:30,23946.099609375,23953.5,23944.25,23948.900390625,23948.900390625,0
2024-08-05 12:37:00+05:30,23948.150390625,23950.05078125,23939.5,23939.5,23939.5,0
2024-08-05 12:38:00+05:30,23939.400390625,23950.849609375,23938.650390625,23942.900390625,23942.900390625,0
2024-08-05 12:39:00+05:30,23943.5,23950.849609375,23932.5,23942.650390625,23942.650390625,0
2024-08-05 12:40:00+05:30,23942.400390625,23956.5,23941.0,23955.05078125,23955.05078125,0
2024-08-05 12:41:00+05:30,23954.650390625,23961.55078125,23952.55078125,23957.44921875,23957.44921875,0
2024-08-05 12:42:00+05:30,23957.400390625,23973.44921875,23954.75,23972.44921875,23972.44921875,0
2024-08-05 12:43:00+05:30,23972.349609375,23972.80078125,23949.099609375,23954.150390625,23954.150390625,0
2024-08-05 12:44:00+05:30,23953.94921875,23961.150390625,23943.900390625,23946.400390625,23946.400390625,0
2024-08-05 12:45:00+05:30,23947.69921875,23956.30078125,23947.19921875,23955.599609375,23955.599609375,0
2024-08-05 12:46:00+05:30,23956.44921875,23957.5,23945.69921875,23945.69921875,23945.69921875,0
2024-08-05 12:48:00+05:30,23975.69921875,23975.69921875,23972.25,23974.5,23974.5,0
2024-08-05 12:49:00+05:30,23974.599609375,23975.05078125,23963.849609375,23967.44921875,23967.44921875,0
2024-08-05 12:50:00+05:30,23966.900390625,23968.05078125,23958.849609375,23964.94921875,23964.94921875,0
2024-08-05 12:51:00+05:30,23964.349609375,23965.650390625,23947.5,23950.150390625,23950.150390625,0
2024-08-05 12:52:00+05:30,23950.44921875,23963.05078125,23947.55078125,23961.75,23961.75,0
2024-08-05 12:53:00+05:30,23961.400390625,23962.849609375,23954.900390625,23958.69921875,23958.69921875,0
2024-08-05 12:54:00+05:30,23959.55078125,23962.5,23953.099609375,23959.099609375,23959.099609375,0
2024-08-05 12:55:00+05:30,23958.44921875,23959.150390625,23949.19921875,23952.75,23952.75,0
2024-08-05 12:56:00+05:30,23952.400390625,23952.900390625,23943.0,23944.349609375,23944.349609375,0
2024-08-05 12:57:00+05:30,23943.80078125,23944.19921875,23919.05078125,23920.5,23920.5,0
2024-08-05 12:58:00+05:30,23918.19921875,23933.19921875,23918.099609375,23928.599609375,23928.599609375,0
2024-08-05 12:59:00+05:30,23928.849609375,23929.30078125,23919.30078125,23925.05078125,23925.05078125,0
2024-08-05 13:00:00+05:30,23925.55078125,23933.849609375,23922.5,23933.099609375,23933.099609375,0
2024-08-05 13:01:00+05:30,23933.19921875,23933.650390625,23922.650390625,23924.0,23924.0,0
2024-08-05 13:02:00+05:30,23923.55078125,23924.55078125,23916.69921875,23919.0,23919.0,0
2024-08-05 13:03:00+05:30,23918.69921875,23926.94921875,23918.69921875,23923.55078125,23923.55078125,0
2024-08-05 13:04:00+05:30,23922.80078125,23949.650390625,23922.349609375,23943.25,23943.25,0
2024-08-05 13:05:00+05:30,23943.05078125,23962.75,23943.05078125,23961.69921875,23961.69921875,0
2024-08-05 13:06:00+05:30,23961.25,23981.19921875,23960.69921875,23977.5,23977.5,0
2024-08-05 13:07:00+05:30,23978.55078125,23979.099609375,23966.900390625,23974.55078125,23974.55078125,0
2024-08-05 13:08:00+05:30,23973.900390625,23975.05078125,23958.30078125,23958.69921875,23958.69921875,0
2024-08-05 13:09:00+05:30,23959.05078125,23974.25,23957.80078125,23972.5,23972.5,0
2024-08-05 13:10:00+05:30,23972.30078125,23993.0,23967.80078125,23991.099609375,23991.099609375,0
2024-08-05 13:11:00+05:30,23992.55078125,23996.80078125,23987.19921875,23990.19921875,23990.19921875,0
2024-08-05 13:12:00+05:30,23989.0,23992.69921875,23979.55078125,23982.849609375,23982.849609375,0
2024-08-05 13:13:00+05:30,23983.44921875,23994.349609375,23981.75,23993.900390625,23993.900390625,0
2024-08-05 13:14:00+05:30,23994.44921875,24023.19921875,23994.44921875,24021.599609375,24021.599609375,0
2024-08-05 13:15:00+05:30,24021.19921875,24053.849609375,24021.19921875,24052.19921875,24052.19921875,0
2024-08-05 13:16:00+05:30,24052.150390625,24052.44921875,24031.150390625,24035.19921875,24035.19921875,0
2024-08-05 13:17:00+05:30,24035.900390625,24035.900390625,24014.150390625,24025.19921875,24025.19921875,0
2024-08-05 13:18:00+05:30,24026.44921875,24028.0,24017.44921875,24019.650390625,24019.650390625,0
2024-08-05 13:19:00+05:30,24019.599609375,24020.650390625,24007.69921875,24009.0,24009.0,0
2024-08-05 13:20:00+05:30,24008.599609375,24013.900390625,23996.099609375,23999.80078125,23999.80078125,0
2024-08-05 13:21:00+05:30,24000.19921875,24023.400390625,24000.19921875,24021.900390625,24021.900390625,0
2024-08-05 13:22:00+05:30,24022.05078125,24024.19921875,24011.650390625,24012.599609375,24012.599609375,0
2024-08-05 13:23:00+05:30,24011.55078125,24011.80078125,24003.900390625,24009.75,24009.75,0
2024-08-05 13:24:00+05:30,24009.19921875,24014.75,24007.05078125,24014.25,24014.25,0
2024-08-05 13:25:00+05:30,24013.69921875,24038.30078125,24013.25,24038.30078125,24038.30078125,0
2024-08-05 13:26:00+05:30,24037.19921875,24041.150390625,24024.0,24024.44921875,24024.44921875,0
2024-08-05 13:27:00+05:30,24023.150390625,24030.599609375,24020.55078125,24027.650390625,24027.650390625,0
2024-08-05 13:28:00+05:30,24028.349609375,24045.150390625,24025.900390625,24044.69921875,24044.69921875,0
2024-08-05 13:29:00+05:30,24044.599609375,24052.44921875,24044.25,24048.55078125,24048.55078125,0
2024-08-05 13:30:00+05:30,24048.75,24051.55078125,24042.30078125,24050.19921875,24050.19921875,0
2024-08-05 13:31:00+05:30,24050.650390625,24055.05078125,24035.650390625,24035.650390625,24035.650390625,0
2024-08-05 13:32:00+05:30,24033.55078125,24039.55078125,24027.099609375,24036.44921875,24036.44921875,0
2024-08-05 13:33:00+05:30,24036.849609375,24055.0,24036.5,24055.0,24055.0,0
2024-08-05 13:34:00+05:30,24055.099609375,24066.69921875,24054.349609375,24066.349609375,24066.349609375,0
2024-08-05 13:35:00+05:30,24066.94921875,24074.650390625,24066.19921875,24071.30078125,24071.30078125,0
2024-08-05 13:36:00+05:30,24071.349609375,24074.650390625,24065.5,24072.150390625,24072.150390625,0
2024-08-05 13:37:00+05:30,24072.400390625,24084.900390625,24067.25,24083.55078125,24083.55078125,0
2024-08-05 13:38:00+05:30,24084.150390625,24084.150390625,24060.099609375,24062.25,24062.25,0
2024-08-05 13:39:00+05:30,24062.349609375,24078.25,24062.19921875,24077.69921875,24077.69921875,0
2024-08-05 13:40:00+05:30,24077.69921875,24094.349609375,24077.400390625,24093.69921875,24093.69921875,0
2024-08-05 13:41:00+05:30,24093.30078125,24103.599609375,24087.80078125,24087.80078125,24087.80078125,0
2024-08-05 13:42:00+05:30,24085.099609375,24094.849609375,24081.099609375,24094.849609375,24094.849609375,0
